2	3095
3	1587
4	823
5	465
6	301
7	201
8	151
9	118
10	66
11	64
12	43
13	40
14	36
15	26
16	38
17	17
18	19
19	12
20	12
21	16
22	17
23	13
24	10
25	9
26	8
27	12
28	4
29	1
30	5
31	5
32	3
33	5
34	5
35	2
36	3
37	3
38	2
39	4
40	3
41	1
42	1
43	4
44	1
45	1
46	1
48	2
50	1
51	3
52	1
53	1
54	3
55	2
56	1
58	1
59	1
62	2
63	1
64	1
67	1
68	1
71	1
72	1
74	1
78	1
79	1
85	1
98	1
113	1
133	1
150	1
160	1
212	1
292	1
